name,price,change_24h,volume_24h,market_cap
MetaFootball,3.748e-10,0.0,18484826.450636305,636165704.1563479
MetaFooty,0.0001445,0.0,18484826.450636305,636165704.1563479
Metafury,0.0002292,0.0,18484826.450636305,636165704.1563479
MetaGalaxy,3.186e-06,0.0,18484826.450636305,636165704.1563479
Metagamble,6.126e-09,-0.09,11249.0,636165704.1563479
Metagame Arena,0.004075,5.52,2040000.0,636165704.1563479
Metagames,1.501e-09,0.0,18484826.450636305,636165704.1563479
MetaGameSpace,2.202e-06,0.0,1370000.0,636165704.1563479
MetaGaming Guild,0.001815,-0.18,18484826.450636305,636165704.1563479
MetagamZ,0.9903,0.0,35.0,636165704.1563479
MetaGear,0.0008332,-1.01,18484826.450636305,636165704.1563479
MetaGin,0.001,0.0,18484826.450636305,636165704.1563479
Metagochi,5.59e-14,0.0,18484826.450636305,636165704.1563479
MetaGold Rewards,1.091e-07,0.0,18484826.450636305,636165704.1563479
MetaGreenUniverse,1.999e-05,0.0,18484826.450636305,636165704.1563479
Metahamster,1.911e-12,0.0,107.0,636165704.1563479
Metahero Universe (POW),0.01073,-27.31,18484826.450636305,636165704.1563479
MetaHome,5.779e-09,0.0,226362.0,636165704.1563479
Metahub Coin,0.001481,0.0,18484826.450636305,636165704.1563479
MetaKeeper,8.417e-05,0.0,18484826.450636305,636165704.1563479
Metakillers,1.012e-06,0.0,48.0,636165704.1563479
Metakings,8.474e-05,4.53,18484826.450636305,636165704.1563479
Metal Backed Money,643.95,0.0,23591.0,636165704.1563479
Metal Blockchain,0.05397,0.19,18484826.450636305,636165704.1563479
METAL FRIENDS,1.686e-05,0.0,1660000.0,636165704.1563479
Metal Swap,0.00133,0.0,18484826.450636305,636165704.1563479
Metal Tools,0.0008057,0.0,18484826.450636305,636165704.1563479
MetaLama,5.37e-05,0.0,18484826.450636305,636165704.1563479
Metaland DAO,1.909e-07,0.0,18484826.450636305,636165704.1563479
Metalands,0.02491,0.0,18484826.450636305,636165704.1563479
METALANDZ,1.403e-08,0.0,18484826.450636305,636165704.1563479
Metalk,0.0314,0.0,18484826.450636305,636165704.1563479
Metaloop Tech,1.589e-05,0.0,2042.0,636165704.1563479
MetalSwap,0.01738,0.55,18484826.450636305,636165704.1563479
METALUNA,1.672e-05,0.0,6690.0,636165704.1563479
MetaMAFIA,0.07104,-3.81,18.0,636165704.1563479
Metamall,1.872e-05,-0.12,18484826.450636305,636165704.1563479
Metamallverse,0.0003535,0.0,18484826.450636305,636165704.1563479
MetaMars,5.006e-08,0.0,18484826.450636305,636165704.1563479
MetaMateNFT,6.751e-05,0.0,18484826.450636305,636165704.1563479
MetaMatic,1e-10,0.0,18484826.450636305,636165704.1563479
MetaMatrix,1.26e-10,0.0,283683.0,636165704.1563479
MetaMecha,0.0001912,12.4,18484826.450636305,636165704.1563479
METAMEN,1e-07,0.0,18484826.450636305,636165704.1563479
MetaMerce,1.828e-05,0.0,18484826.450636305,636165704.1563479
MetaMic E-Sports Games,0.0003004,0.0,18484826.450636305,636165704.1563479
MetaMonstas,5.523e-07,0.0,64793.0,636165704.1563479
METAMOONNFT,7.747e-06,0.0,18484826.450636305,636165704.1563479
MetaMorph,0.04642,0.0,18484826.450636305,636165704.1563479
Metamorphosis AI,1.61e-14,0.0,18484826.450636305,636165704.1563479
MetaMounts,9.133e-06,0.0,2390000.0,636165704.1563479
MetaMUI,0.07983,8.1,18484826.450636305,636165704.1563479
Metamundo Token,0.4992,0.0,13795.0,636165704.1563479
Metan Evolutions,0.006644,1.04,18484826.450636305,636165704.1563479
MetaNations,9.848e-09,0.0,60588.0,636165704.1563479
Metanept,6.481e-07,19.53,18484826.450636305,636165704.1563479
MetaNFT,5.814e-05,0.0,18484826.450636305,636165704.1563479
MetaniaGames,0.001221,0.0,55529.0,636165704.1563479
Metano Foundation's Token,0.000313,1.19,18484826.450636305,636165704.1563479
Metanoom,1.45e-09,0.0,18484826.450636305,636165704.1563479
MetaOceanCity,7.447e-10,0.0,8648.0,636165704.1563479
MetaOctagon,0.0007709,5.15,18484826.450636305,636165704.1563479
MetaOneVerse,3.237e-08,0.0,18484826.450636305,636165704.1563479
Metapad,0.005448,0.0,1271.0,636165704.1563479
MetaPay,4.054e-07,0.0,18484826.450636305,636165704.1563479
Metapay,0.003468,0.0,18484826.450636305,636165704.1563479
Metapioneers,0.0001604,-0.02,18484826.450636305,636165704.1563479
Metaplace,6.266e-07,0.0,18484826.450636305,636165704.1563479
MetaPlanet,3.099e-06,0.0,18484826.450636305,636165704.1563479
MetaPlanet AI,0.0003382,0.0,18484826.450636305,636165704.1563479
MetaPlanetZone,1.097e-10,0.0,18484826.450636305,636165704.1563479
MetaPlay,0.007896,0.0,18484826.450636305,636165704.1563479
MetaPlayers.gg,4.466e-06,0.0,18484826.450636305,636165704.1563479
Metaple Finance,0.08813,0.0,18484826.450636305,636165704.1563479
Metapocket,0.05521,0.0,18484826.450636305,636165704.1563479
Metapolitans,4.098e-06,0.0,18484826.450636305,636165704.1563479
MetaPortal,0.0001413,0.0,18484826.450636305,636165704.1563479
Metapplay,0.0001951,0.0,18484826.450636305,636165704.1563479
MetaRaca,4.183e-11,0.0,18484826.450636305,636165704.1563479
MetaRacers,0.0003164,0.0,4174.0,636165704.1563479
MetaRare,0.04133,-0.01,18484826.450636305,636165704.1563479
Metarea VR,4.228e-06,0.0,18484826.450636305,636165704.1563479
Metarea VR,9.779e-06,0.0,18484826.450636305,636165704.1563479
MetaReset,0.0007075,0.0,18484826.450636305,636165704.1563479
MetaRewards,1.08e-12,0.0,18484826.450636305,636165704.1563479
MetaRim,0.0001154,-0.02,411.0,636165704.1563479
Metarix,0.0003819,1.0,18484826.450636305,636165704.1563479
METAROBOX,1.528e-09,0.0,18484826.450636305,636165704.1563479
Metaroid,2.652e-05,0.0,18484826.450636305,636165704.1563479
MetaRoyale,2.886e-06,0.0,18484826.450636305,636165704.1563479
Metars,7.788e-06,0.0,18484826.450636305,636165704.1563479
MetaSafeMoon,3.655e-11,0.0,18484826.450636305,636165704.1563479
Metaseer,0.01032,0.0,18484826.450636305,636165704.1563479
Metasens,0.1951,0.0,18484826.450636305,636165704.1563479
MetaSetGO,0.006481,0.0,18484826.450636305,636165704.1563479
MetaShib Token,6.82e-08,0.0,18484826.450636305,636165704.1563479
MetaShiba,1.821e-10,0.0,4652.0,636165704.1563479
MetaShipping,0.0001721,-8.17,18484826.450636305,636165704.1563479
MetaSnooker,5.404e-05,0.0,18484826.450636305,636165704.1563479
MetaSpace,0.01111,0.0,18484826.450636305,636165704.1563479
MetaSpace REIT,4.979e-05,0.0,18484826.450636305,636165704.1563479
MetaSpets,0.0002663,0.0,18484826.450636305,636165704.1563479
Metasphere,4.91,-0.01,18484826.450636305,636165704.1563479
MetaSportsToken,9.678e-05,0.0,18484826.450636305,636165704.1563479
Metastar,1.989e-07,0.0,18484826.450636305,636165704.1563479
Metastocks,0.004865,0.0,18484826.450636305,636165704.1563479
MetaSwap,4.14,0.0,18484826.450636305,636165704.1563479
MetaTariff,0.0015,-0.02,18484826.450636305,636165704.1563479
MetaThings,3.161e-05,0.0,28335.0,636165704.1563479
Metatime Coin,0.001466,-19.75,18484826.450636305,636165704.1563479
Metatoken,0.001868,0.0,18484826.450636305,636165704.1563479
MetaToll,2.999e-08,0.0,18484826.450636305,636165704.1563479
METATOWN,2.489e-05,0.0,3010.0,636165704.1563479
MetaTrace,0.001861,2.65,18484826.450636305,636165704.1563479
Metatradefinance,1.272e-05,0.0,18484826.450636305,636165704.1563479
Metatrone,2.071e-07,0.0,13.0,636165704.1563479
MetaUnit,0.133,0.0,18484826.450636305,636165704.1563479
MetaVegas,7.819e-11,0.0,18484826.450636305,636165704.1563479
Metaverse ALL BEST ICO,3.225e-06,0.0,18484826.450636305,636165704.1563479
Metaverse Capital,9.498e-05,0.0,18484826.450636305,636165704.1563479
Metaverse DAO,6.098e-05,0.0,18484826.450636305,636165704.1563479
Metaverse Exchange,3.119e-05,0.0,18484826.450636305,636165704.1563479
Metaverse Future,9.3e-07,0.0,18484826.450636305,636165704.1563479
Metaverse Index Token,63.03,0.0,18484826.450636305,636165704.1563479
MetaVerse Kombat,0.06694,0.0,18484826.450636305,636165704.1563479
Metaverse lab,7.257e-05,0.0,18484826.450636305,636165704.1563479
Metaverse Network,8.881e-07,0.0,18484826.450636305,636165704.1563479
metaverse world,0.002548,0.0,18484826.450636305,636165704.1563479
Metaverse-Dao,0.001278,0.0,166.0,636165704.1563479
MetaVerse-M,0.002904,8.07,18484826.450636305,636165704.1563479
MetaverseAir,0.0005801,0.0,18484826.450636305,636165704.1563479
MetaverseMGL,0.0006,0.0,18484826.450636305,636165704.1563479
MetaversePay,2.5e-07,0.0,18484826.450636305,636165704.1563479
MetaversePRO,0.8334,0.0,18484826.450636305,636165704.1563479
Metaversero,0.05702,0.0,18484826.450636305,636165704.1563479
MetaVersus,0.004539,0.0,18484826.450636305,636165704.1563479
Metavice,0.001924,0.0,18484826.450636305,636165704.1563479
MetaVice,2.538e-07,0.0,18484826.450636305,636165704.1563479
Metavie,0.1126,0.0,18484826.450636305,636165704.1563479
METAVILL,0.0002282,0.0,91408.0,636165704.1563479
MetaVisa Protocol,0.000252,-2.38,18484826.450636305,636165704.1563479
Metavorz,2.731e-08,0.0,18484826.450636305,636165704.1563479
Metawar,0.0001541,0.0,18484826.450636305,636165704.1563479
MetaWar Token,0.0003805,0.0,5780.0,636165704.1563479
MetaWear,0.0004388,-0.38,18484826.450636305,636165704.1563479
MetaWeb3Pad,6.807e-05,0.0,18484826.450636305,636165704.1563479
Metaweds,0.002142,0.0,18484826.450636305,636165704.1563479
MetaWhale BTC,0.1581,0.0,18484826.450636305,636165704.1563479
Metawhale Gold,0.9363,0.0,18484826.450636305,636165704.1563479
MetaWolf,1.162e-07,0.0,18484826.450636305,636165704.1563479
Metaworld,4.483e-05,0.0,18484826.450636305,636165704.1563479
METAWORLD,8.444e-07,0.0,12132.0,636165704.1563479
Metaworld,0.0009693,10.46,404.0,636165704.1563479
MetaWorth,12.51,-0.62,18484826.450636305,636165704.1563479
MetaX,1.1,0.0,51641.0,636165704.1563479
MetaX,0.2176,-0.91,18484826.450636305,636165704.1563479
Metaxa,7.261e-08,0.0,18484826.450636305,636165704.1563479
MetaXCosmos,8.221e-07,0.0,18484826.450636305,636165704.1563479
MetaXHunter,0.0003287,0.0,18484826.450636305,636165704.1563479
Metaxiz,3.86e-07,0.0,18484826.450636305,636165704.1563479
MetaXPass,3.975e-05,0.0,18484826.450636305,636165704.1563479
MetaXRC,0.0006942,0.0,18484826.450636305,636165704.1563479
Metaxy,6.416e-05,0.0,94710.0,636165704.1563479
MetaZero,0.05805,-12.88,18484826.450636305,636165704.1563479
MetaZilla,0.0,0.0,18484826.450636305,636165704.1563479
MetaZooMee,0.0002507,1.78,18484826.450636305,636165704.1563479
MetaZuckZilla,4.575e-09,0.0,18484826.450636305,636165704.1563479
Meteor Remnant Essence,0.0009138,0.0,18484826.450636305,636165704.1563479
Meteorite.network,3.92,0.0,2295.0,636165704.1563479
Meter Governance mapped by Meter.io,3.91,0.0,18484826.450636305,636165704.1563479
MetFX Watch To Earn,2.811e-05,0.0,18484826.450636305,636165704.1563479
Method Finance,0.004248,0.0,18484826.450636305,636165704.1563479
Metis,0.0107,0.0,18484826.450636305,636165704.1563479
METOO Token,6.182e-05,0.0,0.0002969,636165704.1563479
Metoshi,2.61e-05,10.42,18484826.450636305,636165704.1563479
Metra,0.0001786,0.0,18484826.450636305,636165704.1563479
Metria,4.44,0.0,18484826.450636305,636165704.1563479
Metric Exchange,1.09,0.0,5.0,636165704.1563479
Metropoly,0.004101,-0.02,18484826.450636305,636165704.1563479
Metroverse,0.01078,0.0,18484826.450636305,636165704.1563479
Metti Inu,9.976e-12,0.0,18484826.450636305,636165704.1563479
MEV Repellent,7.144e-05,0.0,18484826.450636305,636165704.1563479
MEVFree,0.000777,0.0,85971.0,636165704.1563479
MEWING,0.0003796,-16.66,18484826.450636305,636165704.1563479
Mewn Inu,1.094e-07,0.0,18484826.450636305,636165704.1563479
Mewop,1.97e-11,0.0,18484826.450636305,636165704.1563479
Mewtwo Inu,1.604e-09,0.0,18484826.450636305,636165704.1563479
Mewtwo Inu,2.07e-14,0.0,18484826.450636305,636165704.1563479
MEX,2.896e-05,0.0,18484826.450636305,636165704.1563479
Mexican Pepe,2.13e-08,0.0,351.0,636165704.1563479
Mexican Peso Tether,0.05802,0.2,3714.0,636165704.1563479
Mexico Chingon,0.00131,-6.22,6424.0,636165704.1563479
MEZZ Token,0.5909,5.25,16530000.000000002,636165704.1563479
mfercoin,0.05301,0.96,7137.0,636165704.1563479
MFERS,0.005451,14.26,18484826.450636305,636165704.1563479
MGC Token,0.0001156,0.0,285996.0,636165704.1563479
MIA,0.002963,54.89,18484826.450636305,636165704.1563479
Miaw Token,0.0001386,0.0,185.0,636165704.1563479
MIB Coin,0.0005988,385.15,4160000.0,636165704.1563479
Mice (Ordinals),0.007747,1.6,18484826.450636305,636165704.1563479
Michael Jordan Coin,0.0,0.0,69.0,636165704.1563479
Michelle Obumma's Package,6.622e-06,2.07,18484826.450636305,636165704.1563479
Michiverse,1.837e-05,0.0,18484826.450636305,636165704.1563479
Mickey,2.046e-07,0.0,4227.0,636165704.1563479
Mickey Meme,1.713e-08,1.99,18484826.450636305,636165704.1563479
Mickey Mouse,2.517e-12,0.0,18484826.450636305,636165704.1563479
Micro Bitcoin,0.001075,0.0,18484826.450636305,636165704.1563479
MicroCats,2.091e-09,0.0,18484826.450636305,636165704.1563479
MicroChains Gov Token,0.005721,-0.01,0.05493,636165704.1563479
MICROCOSM,0.6321,0.01,792.0,636165704.1563479
MicroCreditToken,2.97e-05,15.11,3367.0,636165704.1563479
Micromines,1.098e-05,67.9,18484826.450636305,636165704.1563479
microNFT,0.1223,0.0,18484826.450636305,636165704.1563479
MicroPee,1.103e-07,0.0,18484826.450636305,636165704.1563479
MicroPets (NEW),8.471e-05,6.78,18484826.450636305,636165704.1563479
MicroSHIBA,4.101e-10,0.0,68.0,636165704.1563479
Microsoft Tokenized Stock Defichain,31.65,-1.41,33337.0,636165704.1563479
MicroStrategy tokenized stock FTX,171.76,0.0,22251.0,636165704.1563479
Microtuber,0.0005641,-2.65,18484826.450636305,636165704.1563479
Microverse,1.134e-05,0.0,1780000.0,636165704.1563479
MicroVisionChain,3.36,0.2,18484826.450636305,636165704.1563479
Microzillas,1.4e-05,0.0,18484826.450636305,636165704.1563479
MIDA,0.01533,0.0,18484826.450636305,636165704.1563479
Midas,1.36,0.0,18484826.450636305,636165704.1563479
Midas Dollar,0.02252,0.0,18484826.450636305,636165704.1563479
Midas Dollar Share,1.42,0.0,18484826.450636305,636165704.1563479
Midas Miner,9.58e-05,0.0,18484826.450636305,636165704.1563479
MidasDAO,0.6494,0.0,18484826.450636305,636165704.1563479
MidasDAO (New),0.3264,0.0,18484826.450636305,636165704.1563479
MidasProtocol,0.000237,0.0,36744.0,636165704.1563479
Midnight,6.506e-05,19.99,18484826.450636305,636165704.1563479
Midway AI,0.0003443,0.0,18484826.450636305,636165704.1563479
midwit,3.974e-07,0.0,0.2142,636165704.1563479
MigMig Swap,1.095e-12,25.68,453.0,636165704.1563479
Miidas NFT,0.0002391,-7.93,293836.0,636165704.1563479
MikeAI,9.17e-06,-24.65,183978.0,636165704.1563479
MikeToken,6.647e-10,-0.97,18484826.450636305,636165704.1563479
MIKS COIN,0.000506,0.0,18484826.450636305,636165704.1563479
Miku,7.212e-08,0.0,6.0,636165704.1563479
Milady Coin,2.288e-10,6.79,18484826.450636305,636165704.1563479
Milady PI,3.411e-05,0.0,18484826.450636305,636165704.1563479
MILEI,1.257e-06,0.74,15873.0,636165704.1563479
MILEI Token,0.04834,0.83,18484826.450636305,636165704.1563479
MILF Token Official,7.251e-11,0.0,18484826.450636305,636165704.1563479
Military Finance,2.108e-07,0.0,18484826.450636305,636165704.1563479
Militia Games,0.01215,0.0,17.0,636165704.1563479
Milk,1.79e-05,-0.22,5448.0,636165704.1563479
Milk Alliance LZM,0.04797,-1.76,18484826.450636305,636165704.1563479
Milk and Butter,7.004e-07,0.0,269.0,636165704.1563479
Milk Token,1.428e-09,0.0,18484826.450636305,636165704.1563479
MilkAI,2.964e-05,0.0,18484826.450636305,636165704.1563479
MILKSHAKE Token,4.842e-11,0.0,18484826.450636305,636165704.1563479
Milktea.finance,9.404e-05,0.0,18484826.450636305,636165704.1563479
MILKY FINANCE,0.0002112,0.0,18484826.450636305,636165704.1563479
MilkySwap,0.01408,0.0,18484826.450636305,636165704.1563479
MilkyWay,2.719e-06,0.0,18484826.450636305,636165704.1563479
MilkyWayEx,3.642e-06,0.0,18484826.450636305,636165704.1563479
MilkyWayZone,0.003089,0.0,4.0,636165704.1563479
Millennium Club Coin,0.5677,2.71,18484826.450636305,636165704.1563479
Millennium Sapphire,0.165,0.0,72469.0,636165704.1563479
MILLI,1.691e-06,-3.56,18484826.450636305,636165704.1563479
MilliMeter,0.00034,0.0,18484826.450636305,636165704.1563479
Million Dollar Baby,1.134e-05,0.0,18484826.450636305,636165704.1563479
Millionaire Land,0.3453,0.0,18484826.450636305,636165704.1563479
Millionaire Maker,0.001568,0.0,18484826.450636305,636165704.1563479
MillionMonke,0.0001756,0.0,18484826.450636305,636165704.1563479
Millions,7.369e-10,0.0,18484826.450636305,636165704.1563479
MILLIONSY,0.0003729,0.0,18484826.450636305,636165704.1563479
Millix,0.01693,0.0,77845.0,636165704.1563479
milly,0.0002186,-43.77,18484826.450636305,636165704.1563479
Milo CEO,1e-12,0.0,11.0,636165704.1563479
MILO DOG,9.952e-12,4.53,3520000.0,636165704.1563479
Milo Inu,3.491e-08,-2.89,57.0,636165704.1563479
MILO Project,0.01699,-24.72,18484826.450636305,636165704.1563479
MIM,0.0001598,0.0,21884.0,636165704.1563479
Mimir Token,0.002465,-0.18,18484826.450636305,636165704.1563479
MIMOSA,0.00964,0.0,18484826.450636305,636165704.1563479
MINA,4.188e-10,0.0,135.0,636165704.1563479
Minato,2.29,-8.27,18484826.450636305,636165704.1563479
Minato,8.03e-09,0.0,84095.0,636165704.1563479
Mind,0.08343,-7.37,18484826.450636305,636165704.1563479
Mind Connect,0.0001995,0.0,18484826.450636305,636165704.1563479
MIND Games CORTEX,83.43,0.0,109340.0,636165704.1563479
Mind Matrix,1.57e-09,-2.03,18484826.450636305,636165704.1563479
Mindcell,0.0009075,0.0,18484826.450636305,636165704.1563479
Mindfolk Wood,0.0004845,0.0,18484826.450636305,636165704.1563479
MINDOL,0.001347,0.0,18484826.450636305,636165704.1563479
Mindsync,0.006031,0.0,11979.0,636165704.1563479
MindVerse,0.08264,-2.57,18484826.450636305,636165704.1563479
Mine AI,0.0004698,0.0,18484826.450636305,636165704.1563479
MINE Network,0.0001205,0.0,167.0,636165704.1563479
Mineable,0.0004991,12.64,17556.0,636165704.1563479
Minebase,0.02287,1.78,18484826.450636305,636165704.1563479
MineCrypto,0.003058,0.0,18484826.450636305,636165704.1563479
Minedrop,0.03416,0.0,0.000237,636165704.1563479
Minelab,1.813e-05,1.47,26474.0,636165704.1563479
MinePlex,0.01283,2.39,1480000.0,636165704.1563479
Mineplex 2.0,0.8325,0.95,18484826.450636305,636165704.1563479
MINER,4.14,0.0,3505.0,636165704.1563479
MINER (NEW),44.83,7.53,45678.0,636165704.1563479
Miner Arena,0.06453,0.19,18484826.450636305,636165704.1563479
Minereum BSC,0.00278,0.0,18484826.450636305,636165704.1563479
MinerJoe,0.00027,0.0,18484826.450636305,636165704.1563479
MinerJoe,3.842e-07,0.0,18484826.450636305,636165704.1563479
Miners Defi,2.193e-05,0.0,14.0,636165704.1563479
MINESHIELD,0.0002797,1.66,18484826.450636305,636165704.1563479
MingBNB,9.726e-12,0.0,3490000.0,636165704.1563479
mini,0.01387,-2.73,12025.0,636165704.1563479
Mini Bitcoin,2.27,-5.3,18484826.450636305,636165704.1563479
Mini Cat Coin,3.021e-08,0.0,18484826.450636305,636165704.1563479
Mini Kishu,5.459e-07,0.0,18484826.450636305,636165704.1563479
Mini Metis,3.847e-12,0.0,18484826.450636305,636165704.1563479
Mini Saitama,0.0036,0.0,18484826.450636305,636165704.1563479
Mini Tiger,4.078e-13,0.0,18484826.450636305,636165704.1563479
MiniBNBTiger,0.0,0.0,18484826.450636305,636165704.1563479
MiniBTC,2.66e-09,0.0,18484826.450636305,636165704.1563479
Minicat,2.6e-07,0.0,223.0,636165704.1563479
MiniDOGE,5.004e-10,8.87,18484826.450636305,636165704.1563479
Minidoge 2.0,1.875e-10,0.0,18484826.450636305,636165704.1563479
MiniDogetoken,2.77e-11,0.0,18484826.450636305,636165704.1563479
MiniFlokiADA,3.028e-09,0.0,8.0,636165704.1563479
Minifootball,4.379e-12,-4.82,18484826.450636305,636165704.1563479
MiniGame,6.6e-14,0.0,18484826.450636305,636165704.1563479
MiniHokk,0.0001308,0.0,18484826.450636305,636165704.1563479
miniKishimoto Inu,1.431e-07,0.0,18484826.450636305,636165704.1563479
Minimals,4.55e-10,0.75,18484826.450636305,636165704.1563479
MiningNFT,1.56,0.0,18484826.450636305,636165704.1563479
Minions,1.773e-08,0.0,18484826.450636305,636165704.1563479
Minions INU,3.727e-10,0.0,18484826.450636305,636165704.1563479
minionseth,2.489e-11,0.0,18484826.450636305,636165704.1563479
MinionsInu,2.701e-06,0.0,18484826.450636305,636165704.1563479
Minionverse,0.0001164,0.0,40.0,636165704.1563479
MiniPepe,6.76e-10,0.12,4.0,636165704.1563479
MiniPepe Coin,5.126e-11,5.12,18484826.450636305,636165704.1563479
MiniSatoshiBsc,0.02012,0.0,18484826.450636305,636165704.1563479
miniSHIB,0.0001209,0.0,18484826.450636305,636165704.1563479
miniShibaToken,0.0,0.0,18484826.450636305,636165704.1563479
MiniSportZilla,2.021e-07,0.0,627.0,636165704.1563479
MiniSwap,0.01304,0.31,18484826.450636305,636165704.1563479
MiniTesla,3.504e-11,0.0,18484826.450636305,636165704.1563479
MiniUSDC,2.266e-07,0.0,18484826.450636305,636165704.1563479
MiniVerse Dollar,0.1285,0.0,18484826.450636305,636165704.1563479
Miniverse Share,2.8,0.0,18484826.450636305,636165704.1563479
MINIX,6.777e-06,0.0,18484826.450636305,636165704.1563479
MiniXRP,1.895e-10,0.0,254.0,636165704.1563479
MINO INU,1.089e-10,-2.29,18484826.450636305,636165704.1563479
Minotaur,0.005944,0.0,18484826.450636305,636165704.1563479
MINT 2 EARN,4.183e-09,0.0,18484826.450636305,636165704.1563479
MintCoin,4.31e-05,0.0,18484826.450636305,636165704.1563479
MintDAO,0.000626,0.0,37.0,636165704.1563479
Minter HUB,4.13,-2.96,18484826.450636305,636165704.1563479
Mintera Token,0.03788,0.0,18484826.450636305,636165704.1563479
Mintpad,2.847e-05,0.0,18484826.450636305,636165704.1563479
MintStarter,0.000185,0.0,18484826.450636305,636165704.1563479
MintSwap,1.28,0.0,18484826.450636305,636165704.1563479
MintySwap,0.0007802,0.0,18484826.450636305,636165704.1563479
MINU 2.0,0.01178,7.61,18484826.450636305,636165704.1563479
MIR COIN,0.001911,0.0,17984.0,636165704.1563479
MIR Token,6.524e-05,7.85,18484826.450636305,636165704.1563479
MIRACLE,0.003665,0.0,130164.0,636165704.1563479
Miracle Play,0.05945,-0.01,18484826.450636305,636165704.1563479
Mirai,2.934e-07,0.0,7675.0,636165704.1563479
MiraQle,3.462e-05,0.33,18484826.450636305,636165704.1563479
MirArc Chain,0.05756,0.0,18484826.450636305,636165704.1563479
mirror,0.0004079,0.0,18484826.450636305,636165704.1563479
Mirror Farm,0.0001517,0.0,18484826.450636305,636165704.1563479
Mirror mARKK Token,0.5115,0.0,18484826.450636305,636165704.1563479
Mirrored Airbnb Inc,1.55,0.0,18484826.450636305,636165704.1563479
Mirrored Alibaba,3.28,0.0,18484826.450636305,636165704.1563479
Mirrored Amazon,0.00266,0.0,18484826.450636305,636165704.1563479
Mirrored AMC Entertainment Holdings Inc,0.8212,0.0,18484826.450636305,636165704.1563479
Mirrored Apple,1.81,0.0,18484826.450636305,636165704.1563479
Mirrored Bitcoin,16470.3,0.0,18484826.450636305,636165704.1563479
Mirrored Coinbase,0.9891,0.0,18484826.450636305,636165704.1563479
Mirrored Ether,0.1847,0.0,18484826.450636305,636165704.1563479
Mirrored Facebook Inc,2.32,0.0,18484826.450636305,636165704.1563479
Mirrored Galaxy Digital Holdings Ltd,0.001351,0.0,18484826.450636305,636165704.1563479
Mirrored GameStop Corp,216.77,0.0,18484826.450636305,636165704.1563479
Mirrored Goldman Sachs Group Inc,3.74,0.0,18484826.450636305,636165704.1563479
Mirrored Google,33.4,0.0,18484826.450636305,636165704.1563479
Mirrored Invesco QQQ Trust,43.11,0.0,18484826.450636305,636165704.1563479
Mirrored iShares Gold Trust,0.5041,0.0,18484826.450636305,636165704.1563479
Mirrored Microsoft,1648.22,0.0,18484826.450636305,636165704.1563479
Mirrored Nio,0.2288,0.0,18484826.450636305,636165704.1563479
Mirrored SPDR S&P 500,5.01,0.0,18484826.450636305,636165704.1563479
Mirrored Square,1.07,0.0,18484826.450636305,636165704.1563479
Mirrored United States Oil Fund,0.1019,0.0,18484826.450636305,636165704.1563479
Mishka,0.001401,0.0,18484826.450636305,636165704.1563479
Mishka Token,5.388e-08,0.0,18484826.450636305,636165704.1563479
Mishy,4.356e-09,0.0,18484826.450636305,636165704.1563479
Miss Ape Yacht Club,1e-10,0.0,18484826.450636305,636165704.1563479
MissDoge,5.299e-10,0.0,18484826.450636305,636165704.1563479
Missdoge,0.000416,0.0,18484826.450636305,636165704.1563479
MissedEverything,7.613e-08,0.0,15.0,636165704.1563479
Mission Helios,1.12e-08,15.46,18484826.450636305,636165704.1563479
Mistel Finance,5.948e-06,0.0,508090.0,636165704.1563479
Mistery On Cro,2.833e-05,1.05,18484826.450636305,636165704.1563479
Misty Inu,0.0003371,0.0,18484826.450636305,636165704.1563479
MITH Cash,0.03919,0.0,18484826.450636305,636165704.1563479
MIUMIU,1.308e-08,0.0,18484826.450636305,636165704.1563479
Mixaverse,1.501e-05,0.0,5.0,636165704.1563479
Mixin,168.01,-1.58,118537.0,636165704.1563479
MixMob,0.03154,1.11,4449.0,636165704.1563479
MixToEarn,0.0006749,-0.55,18484826.450636305,636165704.1563479
MixTrust,2.301e-07,0.0,18484826.450636305,636165704.1563479
Mixty Finance,0.1106,0.0,18484826.450636305,636165704.1563479
MIYAGI,9.786e-06,0.0,18484826.450636305,636165704.1563479
Miyazaki Inu,1.496e-10,0.0,5940.0,636165704.1563479
Mizar,0.0005284,7.67,18484826.450636305,636165704.1563479
MjackSwap,2.926e-08,0.0,18484826.450636305,636165704.1563479
MktCoin,1.21,0.0,18484826.450636305,636165704.1563479
MLAND Token,5.846e-05,0.0,18484826.450636305,636165704.1563479
MLOKY,0.0002212,0.0,18484826.450636305,636165704.1563479
MLORD,1.24e-05,0.0,676.0,636165704.1563479
MM Finance(Polygon),0.000811,0.15,18484826.450636305,636165704.1563479
MM Optimizer (Polygon),0.02925,-1.98,18484826.450636305,636165704.1563479
MM Token,0.07742,0.0,18484826.450636305,636165704.1563479
MMA Gaming,0.006234,0.0,18484826.450636305,636165704.1563479
MMACOIN,9.34e-05,0.0,104.0,636165704.1563479
MMAON,0.02027,-0.01,18484826.450636305,636165704.1563479
MMF Money,0.01749,0.0,971.0,636165704.1563479
MMFinance (Arbitrum),0.001759,-2.4,18484826.450636305,636165704.1563479
MMM7,0.0006187,0.0,420.0,636165704.1563479
MMSC PLATFORM,0.06431,-22.53,18484826.450636305,636165704.1563479
MMScash,0.02828,0.0,1140000.0,636165704.1563479
MMSS,0.07639,-4.47,274931.0,636165704.1563479
